State,District,Date,Year,Month,Avg_rainfall,Agency_name
Andhra Pradesh,Guntur,10/20/2023,2023,10,0.237392772,IMD GRID MODEL
Andhra Pradesh,Guntur,10/22/2023,2023,10,0,IMD GRID MODEL
Andhra Pradesh,Prakasam,4/27/2023,2023,4,0,IMD GRID MODEL
Andhra Pradesh,Prakasam,4/29/2023,2023,4,0.014746303,IMD GRID MODEL
Andhra Pradesh,Prakasam,5/2/2023,2023,5,0.406097027,IMD GRID MODEL
Andhra Pradesh,Prakasam,5/3/2023,2023,5,6.484753503,IMD GRID MODEL
Andhra Pradesh,Prakasam,5/4/2023,2023,5,13.01101746,IMD GRID MODEL
Andhra Pradesh,Prakasam,5/7/2023,2023,5,3.442892525,IMD GRID MODEL
Andhra Pradesh,Prakasam,5/9/2023,2023,5,0.003164914,IMD GRID MODEL
Andhra Pradesh,Prakasam,5/11/2023,2023,5,0,IMD GRID MODEL
Andhra Pradesh,Prakasam,5/12/2023,2023,5,0.108607202,IMD GRID MODEL
Andhra Pradesh,Prakasam,5/22/2023,2023,5,0.114552604,IMD GRID MODEL
Andhra Pradesh,Prakasam,5/27/2023,2023,5,0.728265704,IMD GRID MODEL
Andhra Pradesh,Prakasam,5/28/2023,2023,5,1.597763724,IMD GRID MODEL
Andhra Pradesh,Prakasam,6/2/2023,2023,6,0.785754744,IMD GRID MODEL
Andhra Pradesh,Prakasam,6/4/2023,2023,6,0.013238815,IMD GRID MODEL
Andhra Pradesh,Prakasam,6/9/2023,2023,6,0.366172144,IMD GRID MODEL
Andhra Pradesh,Prakasam,6/10/2023,2023,6,0.062929955,IMD GRID MODEL
Andhra Pradesh,Prakasam,6/21/2023,2023,6,7.990143174,IMD GRID MODEL
Andhra Pradesh,Prakasam,6/22/2023,2023,6,13.01857459,IMD GRID MODEL
Andhra Pradesh,Prakasam,7/7/2023,2023,7,1.279877489,IMD GRID MODEL
Andhra Pradesh,Prakasam,7/8/2023,2023,7,1.937553139,IMD GRID MODEL
Andhra Pradesh,Prakasam,7/10/2023,2023,7,4.184562662,IMD GRID MODEL
Andhra Pradesh,Prakasam,7/12/2023,2023,7,4.441490247,IMD GRID MODEL
Andhra Pradesh,Prakasam,7/19/2023,2023,7,4.806747646,IMD GRID MODEL
Andhra Pradesh,Prakasam,7/21/2023,2023,7,2.238258476,IMD GRID MODEL
Andhra Pradesh,Prakasam,7/22/2023,2023,7,2.955412545,IMD GRID MODEL
Andhra Pradesh,Prakasam,7/24/2023,2023,7,8.548845232,IMD GRID MODEL
Andhra Pradesh,Prakasam,7/25/2023,2023,7,8.923095837,IMD GRID MODEL
Andhra Pradesh,Prakasam,7/29/2023,2023,7,0.057126657,IMD GRID MODEL
Andhra Pradesh,Prakasam,8/11/2023,2023,8,5.247719065,IMD GRID MODEL
Andhra Pradesh,Prakasam,8/21/2023,2023,8,1.408037726,IMD GRID MODEL
Andhra Pradesh,Prakasam,8/29/2023,2023,8,1.928621072,IMD GRID MODEL
Andhra Pradesh,Prakasam,8/30/2023,2023,8,1.439219086,IMD GRID MODEL
Andhra Pradesh,Prakasam,9/2/2023,2023,9,9.716068156,IMD GRID MODEL
Andhra Pradesh,Prakasam,9/15/2023,2023,9,0.988695676,IMD GRID MODEL
Andhra Pradesh,Prakasam,10/5/2023,2023,10,0.506364347,IMD GRID MODEL
Andhra Pradesh,Prakasam,10/17/2023,2023,10,0,IMD GRID MODEL
Andhra Pradesh,Prakasam,10/22/2023,2023,10,0,IMD GRID MODEL
Andhra Pradesh,Prakasam,10/30/2023,2023,10,0.379117661,IMD GRID MODEL
Andhra Pradesh,Prakasam,10/31/2023,2023,10,0.01921235,IMD GRID MODEL
Andhra Pradesh,Prakasam,11/7/2023,2023,11,4.243480615,IMD GRID MODEL
Andhra Pradesh,Prakasam,11/12/2023,2023,11,0,IMD GRID MODEL
Andhra Pradesh,Prakasam,11/27/2023,2023,11,0,IMD GRID MODEL
Andhra Pradesh,Prakasam,11/29/2023,2023,11,0.378914934,IMD GRID MODEL
Andhra Pradesh,Prakasam,12/3/2023,2023,12,1.61514056,IMD GRID MODEL
Andhra Pradesh,Prakasam,12/4/2023,2023,12,1.849925726,IMD GRID MODEL
Andhra Pradesh,Prakasam,12/12/2023,2023,12,0,IMD GRID MODEL
Andhra Pradesh,Prakasam,12/24/2023,2023,12,0,IMD GRID MODEL
Andhra Pradesh,Prakasam,12/31/2023,2023,12,0,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,1/2/2023,2023,1,0,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,1/18/2023,2023,1,0,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,1/22/2023,2023,1,0,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,1/23/2023,2023,1,0,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,1/28/2023,2023,1,0,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,1/30/2023,2023,1,0.163387041,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2/11/2023,2023,2,0,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2/13/2023,2023,2,0,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2/19/2023,2023,2,0,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,2/21/2023,2023,2,0,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,3/4/2023,2023,3,0,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,3/5/2023,2023,3,0,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,3/11/2023,2023,3,0,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,3/14/2023,2023,3,0,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,3/25/2023,2023,3,0,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,3/29/2023,2023,3,0,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,4/3/2023,2023,4,0.230050182,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,4/9/2023,2023,4,0,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,4/21/2023,2023,4,0,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,4/23/2023,2023,4,0.277328522,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,4/24/2023,2023,4,20.61870047,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,4/27/2023,2023,4,0.26080824,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,4/28/2023,2023,4,0,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,4/29/2023,2023,4,0,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,5/1/2023,2023,5,9.046252647,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,5/3/2023,2023,5,1.034910605,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,5/5/2023,2023,5,0.684077078,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,5/17/2023,2023,5,0,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,5/18/2023,2023,5,0,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,5/27/2023,2023,5,1.302370918,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,6/3/2023,2023,6,0,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,6/8/2023,2023,6,0,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,6/23/2023,2023,6,0.611457874,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,6/24/2023,2023,6,0.406472084,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,7/12/2023,2023,7,3.530540815,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,7/19/2023,2023,7,0.617898117,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,7/22/2023,2023,7,0.051876782,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,7/27/2023,2023,7,4.630711979,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,7/30/2023,2023,7,0,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,7/31/2023,2023,7,0.153208999,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,8/4/2023,2023,8,0,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,8/20/2023,2023,8,1.890301438,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,8/28/2023,2023,8,0,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,8/31/2023,2023,8,9.356934737,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,9/2/2023,2023,9,0.205425587,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,9/1/2023,2023,9,4.311779816,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,9/4/2023,2023,9,2.485199192,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,9/7/2023,2023,9,0.55305623,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,9/12/2023,2023,9,0,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,9/13/2023,2023,9,0,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,9/21/2023,2023,9,0.14812893,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,9/27/2023,2023,9,0.889457128,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,10/1/2023,2023,10,1.422226643,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,10/4/2023,2023,10,0.490250686,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,10/20/2023,2023,10,0.002273436,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,10/22/2023,2023,10,0.067914951,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,10/23/2023,2023,10,0,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,10/26/2023,2023,10,0,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,10/28/2023,2023,10,0.029401305,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,11/10/2023,2023,11,3.976666667,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,11/26/2023,2023,11,0.147250647,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,12/1/2023,2023,12,19.55456058,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,12/3/2023,2023,12,25.10459204,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,12/5/2023,2023,12,141.0618216,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,12/23/2023,2023,12,0,IMD GRID MODEL
Andhra Pradesh,SPSR Nellore,12/31/2023,2023,12,0,IMD GRID MODEL
Andhra Pradesh,Srikakulam,1/7/2023,2023,1,0,IMD GRID MODEL
Andhra Pradesh,Srikakulam,1/16/2023,2023,1,0,IMD GRID MODEL
Andhra Pradesh,Srikakulam,1/23/2023,2023,1,0,IMD GRID MODEL
Andhra Pradesh,Srikakulam,1/24/2023,2023,1,0,IMD GRID MODEL
Andhra Pradesh,Srikakulam,1/27/2023,2023,1,0,IMD GRID MODEL
Andhra Pradesh,Srikakulam,1/28/2023,2023,1,0,IMD GRID MODEL
Andhra Pradesh,Srikakulam,1/31/2023,2023,1,0,IMD GRID MODEL
Andhra Pradesh,Srikakulam,2/20/2023,2023,2,0,IMD GRID MODEL
Andhra Pradesh,Srikakulam,2/22/2023,2023,2,0,IMD GRID MODEL
Andhra Pradesh,Srikakulam,2/24/2023,2023,2,0,IMD GRID MODEL
Andhra Pradesh,Srikakulam,2/28/2023,2023,2,0,IMD GRID MODEL
Andhra Pradesh,Srikakulam,3/9/2023,2023,3,0,IMD GRID MODEL
Andhra Pradesh,Srikakulam,3/13/2023,2023,3,0,IMD GRID MODEL
Andhra Pradesh,Srikakulam,3/15/2023,2023,3,0,IMD GRID MODEL
Andhra Pradesh,Srikakulam,3/19/2023,2023,3,25.24710424,IMD GRID MODEL
Andhra Pradesh,Srikakulam,3/23/2023,2023,3,6.962104786,IMD GRID MODEL
Andhra Pradesh,Srikakulam,3/26/2023,2023,3,1.503549978,IMD GRID MODEL
Andhra Pradesh,Srikakulam,3/30/2023,2023,3,0.833430782,IMD GRID MODEL
Andhra Pradesh,Srikakulam,4/1/2023,2023,4,0.005384674,IMD GRID MODEL
Andhra Pradesh,Srikakulam,4/3/2023,2023,4,1.908346091,IMD GRID MODEL
Andhra Pradesh,Srikakulam,4/6/2023,2023,4,0.458725491,IMD GRID MODEL
Andhra Pradesh,Srikakulam,4/14/2023,2023,4,0,IMD GRID MODEL
Andhra Pradesh,Srikakulam,4/17/2023,2023,4,0,IMD GRID MODEL
Andhra Pradesh,Srikakulam,4/21/2023,2023,4,0,IMD GRID MODEL
Andhra Pradesh,Srikakulam,4/22/2023,2023,4,0,IMD GRID MODEL
Andhra Pradesh,Srikakulam,4/26/2023,2023,4,3.886352052,IMD GRID MODEL
Andhra Pradesh,Srikakulam,4/27/2023,2023,4,0,IMD GRID MODEL
Andhra Pradesh,Srikakulam,5/2/2023,2023,5,8.885649404,IMD GRID MODEL
Andhra Pradesh,Srikakulam,5/11/2023,2023,5,0.000330696,IMD GRID MODEL
Andhra Pradesh,Srikakulam,5/19/2023,2023,5,0.21747557,IMD GRID MODEL
Andhra Pradesh,Srikakulam,5/28/2023,2023,5,0.032479776,IMD GRID MODEL
Andhra Pradesh,Srikakulam,6/1/2023,2023,6,0.360988363,IMD GRID MODEL
Andhra Pradesh,Srikakulam,6/18/2023,2023,6,0.135133581,IMD GRID MODEL
Andhra Pradesh,Srikakulam,6/26/2023,2023,6,15.22320728,IMD GRID MODEL
Andhra Pradesh,Srikakulam,7/2/2023,2023,7,2.926718431,IMD GRID MODEL
Andhra Pradesh,Srikakulam,7/5/2023,2023,7,9.132404508,IMD GRID MODEL
Andhra Pradesh,Srikakulam,7/12/2023,2023,7,24.71063169,IMD GRID MODEL
Andhra Pradesh,Srikakulam,7/15/2023,2023,7,1.185403629,IMD GRID MODEL
Andhra Pradesh,Srikakulam,7/24/2023,2023,7,5.782531314,IMD GRID MODEL
Andhra Pradesh,Srikakulam,7/26/2023,2023,7,26.40868008,IMD GRID MODEL
Andhra Pradesh,Srikakulam,7/28/2023,2023,7,0.052615514,IMD GRID MODEL
Andhra Pradesh,Srikakulam,8/3/2023,2023,8,2.912958336,IMD GRID MODEL
Andhra Pradesh,Srikakulam,8/7/2023,2023,8,4.353615396,IMD GRID MODEL
Andhra Pradesh,Srikakulam,8/13/2023,2023,8,3.914805519,IMD GRID MODEL
Andhra Pradesh,Srikakulam,8/14/2023,2023,8,4.094534195,IMD GRID MODEL
Andhra Pradesh,Srikakulam,8/18/2023,2023,8,7.886120154,IMD GRID MODEL
Andhra Pradesh,Srikakulam,8/26/2023,2023,8,16.16969316,IMD GRID MODEL
Andhra Pradesh,Srikakulam,9/2/2023,2023,9,2.997393587,IMD GRID MODEL
Andhra Pradesh,Srikakulam,9/6/2023,2023,9,9.330848317,IMD GRID MODEL
Andhra Pradesh,Srikakulam,9/8/2023,2023,9,8.239857947,IMD GRID MODEL
Andhra Pradesh,Srikakulam,9/9/2023,2023,9,0.073985308,IMD GRID MODEL
Andhra Pradesh,Srikakulam,9/12/2023,2023,9,6.857066798,IMD GRID MODEL
Andhra Pradesh,Srikakulam,9/16/2023,2023,9,0.477606559,IMD GRID MODEL
Andhra Pradesh,Srikakulam,9/17/2023,2023,9,0.326911238,IMD GRID MODEL
Andhra Pradesh,Srikakulam,9/18/2023,2023,9,7.660357727,IMD GRID MODEL
Andhra Pradesh,Srikakulam,9/28/2023,2023,9,1.006488501,IMD GRID MODEL
Andhra Pradesh,Srikakulam,10/1/2023,2023,10,1.258635491,IMD GRID MODEL
Andhra Pradesh,Srikakulam,10/5/2023,2023,10,0,IMD GRID MODEL
Andhra Pradesh,Srikakulam,10/10/2023,2023,10,0,IMD GRID MODEL
Andhra Pradesh,Guntur,11/9/2023,2023,11,12.594765,IMD GRID MODEL
Andhra Pradesh,Guntur,11/15/2023,2023,11,0,IMD GRID MODEL
Andhra Pradesh,Guntur,11/19/2023,2023,11,0,IMD GRID MODEL
Andhra Pradesh,Guntur,11/24/2023,2023,11,6.841101105,IMD GRID MODEL
Andhra Pradesh,Guntur,11/26/2023,2023,11,0.071455358,IMD GRID MODEL
Andhra Pradesh,Guntur,11/28/2023,2023,11,0,IMD GRID MODEL
Andhra Pradesh,Guntur,12/8/2023,2023,12,0,IMD GRID MODEL
Andhra Pradesh,Guntur,12/11/2023,2023,12,0,IMD GRID MODEL
Andhra Pradesh,Guntur,12/23/2023,2023,12,0,IMD GRID MODEL
Andhra Pradesh,Guntur,12/25/2023,2023,12,0,IMD GRID MODEL
Andhra Pradesh,Guntur,12/30/2023,2023,12,0,IMD GRID MODEL
Andhra Pradesh,Krishna,1/5/2023,2023,1,0.550566594,IMD GRID MODEL
Andhra Pradesh,Krishna,1/10/2023,2023,1,0,IMD GRID MODEL
Andhra Pradesh,Krishna,1/11/2023,2023,1,0,IMD GRID MODEL
Andhra Pradesh,Krishna,1/13/2023,2023,1,0,IMD GRID MODEL
Andhra Pradesh,Krishna,1/14/2023,2023,1,0,IMD GRID MODEL
Andhra Pradesh,Krishna,1/19/2023,2023,1,0,IMD GRID MODEL
Andhra Pradesh,Krishna,2/2/2023,2023,2,0,IMD GRID MODEL
Andhra Pradesh,Krishna,2/5/2023,2023,2,0,IMD GRID MODEL
Andhra Pradesh,Krishna,2/8/2023,2023,2,0,IMD GRID MODEL
Andhra Pradesh,Krishna,2/21/2023,2023,2,0,IMD GRID MODEL
Andhra Pradesh,Krishna,2/22/2023,2023,2,0,IMD GRID MODEL
Andhra Pradesh,Krishna,2/24/2023,2023,2,0,IMD GRID MODEL
Andhra Pradesh,Krishna,2/26/2023,2023,2,0,IMD GRID MODEL
Andhra Pradesh,Krishna,3/12/2023,2023,3,0,IMD GRID MODEL
Andhra Pradesh,Krishna,3/24/2023,2023,3,3.927190767,IMD GRID MODEL
Andhra Pradesh,Krishna,3/30/2023,2023,3,0,IMD GRID MODEL
Andhra Pradesh,Krishna,4/2/2023,2023,4,5.699743987,IMD GRID MODEL
Andhra Pradesh,Krishna,4/14/2023,2023,4,0,IMD GRID MODEL
Andhra Pradesh,Krishna,4/17/2023,2023,4,0,IMD GRID MODEL
Andhra Pradesh,Krishna,4/27/2023,2023,4,0,IMD GRID MODEL
Andhra Pradesh,Krishna,5/8/2023,2023,5,0.208265789,IMD GRID MODEL
Andhra Pradesh,Krishna,5/14/2023,2023,5,0,IMD GRID MODEL
Andhra Pradesh,Krishna,5/16/2023,2023,5,0,IMD GRID MODEL
Andhra Pradesh,Krishna,5/17/2023,2023,5,0,IMD GRID MODEL
Andhra Pradesh,Krishna,5/19/2023,2023,5,0.317907224,IMD GRID MODEL
Andhra Pradesh,Krishna,5/21/2023,2023,5,6.349318826,IMD GRID MODEL
Andhra Pradesh,Krishna,6/16/2023,2023,6,0,IMD GRID MODEL
Andhra Pradesh,Krishna,6/17/2023,2023,6,0,IMD GRID MODEL
Andhra Pradesh,Krishna,6/21/2023,2023,6,3.914966022,IMD GRID MODEL
Andhra Pradesh,Krishna,6/24/2023,2023,6,18.46075201,IMD GRID MODEL
Andhra Pradesh,Krishna,6/27/2023,2023,6,1.642787433,IMD GRID MODEL
Andhra Pradesh,Krishna,7/6/2023,2023,7,6.883184332,IMD GRID MODEL
Andhra Pradesh,Krishna,7/11/2023,2023,7,2.545459203,IMD GRID MODEL
Andhra Pradesh,Krishna,7/16/2023,2023,7,8.024249829,IMD GRID MODEL
Andhra Pradesh,Krishna,7/19/2023,2023,7,15.62508572,IMD GRID MODEL
Andhra Pradesh,Krishna,7/23/2023,2023,7,16.38791011,IMD GRID MODEL
Andhra Pradesh,Krishna,7/24/2023,2023,7,33.15047132,IMD GRID MODEL
Andhra Pradesh,Krishna,7/25/2023,2023,7,32.04430511,IMD GRID MODEL
Andhra Pradesh,Krishna,7/26/2023,2023,7,71.40541833,IMD GRID MODEL
Andhra Pradesh,Krishna,7/27/2023,2023,7,35.75897333,IMD GRID MODEL
Andhra Pradesh,Krishna,7/29/2023,2023,7,1.024900712,IMD GRID MODEL
Andhra Pradesh,Krishna,8/4/2023,2023,8,0.134366238,IMD GRID MODEL
Andhra Pradesh,Krishna,8/13/2023,2023,8,8.062785363,IMD GRID MODEL
Andhra Pradesh,Krishna,8/15/2023,2023,8,0.935722452,IMD GRID MODEL
Andhra Pradesh,Krishna,8/28/2023,2023,8,1.06581526,IMD GRID MODEL
Andhra Pradesh,Krishna,9/5/2023,2023,9,5.323407932,IMD GRID MODEL
Andhra Pradesh,Krishna,9/7/2023,2023,9,18.634934,IMD GRID MODEL
Andhra Pradesh,Krishna,9/16/2023,2023,9,1.85366233,IMD GRID MODEL
Andhra Pradesh,Krishna,9/17/2023,2023,9,7.359059373,IMD GRID MODEL
Andhra Pradesh,Krishna,9/23/2023,2023,9,2.508114004,IMD GRID MODEL
Andhra Pradesh,Krishna,10/21/2023,2023,10,0.771551843,IMD GRID MODEL
Andhra Pradesh,Krishna,10/22/2023,2023,10,0,IMD GRID MODEL
Andhra Pradesh,Krishna,11/10/2023,2023,11,0,IMD GRID MODEL
Andhra Pradesh,Krishna,11/14/2023,2023,11,0,IMD GRID MODEL
Andhra Pradesh,Krishna,11/16/2023,2023,11,0,IMD GRID MODEL
Andhra Pradesh,Krishna,11/22/2023,2023,11,0.670230002,IMD GRID MODEL
Andhra Pradesh,Krishna,11/27/2023,2023,11,0,IMD GRID MODEL
Andhra Pradesh,Krishna,11/28/2023,2023,11,0,IMD GRID MODEL
Andhra Pradesh,Krishna,11/30/2023,2023,11,0.001049544,IMD GRID MODEL
Andhra Pradesh,Krishna,12/13/2023,2023,12,0.010295037,IMD GRID MODEL
Andhra Pradesh,Krishna,12/15/2023,2023,12,0,IMD GRID MODEL
Andhra Pradesh,Krishna,12/28/2023,2023,12,0,IMD GRID MODEL
Andhra Pradesh,Krishna,12/29/2023,2023,12,0,IMD GRID MODEL
Andhra Pradesh,Kurnool,1/4/2023,2023,1,0,IMD GRID MODEL
Andhra Pradesh,Kurnool,1/5/2023,2023,1,0,IMD GRID MODEL
Andhra Pradesh,Kurnool,1/6/2023,2023,1,0.000453847,IMD GRID MODEL
Andhra Pradesh,Kurnool,1/9/2023,2023,1,0,IMD GRID MODEL
Andhra Pradesh,Kurnool,1/12/2023,2023,1,0,IMD GRID MODEL
Andhra Pradesh,Kurnool,1/13/2023,2023,1,0,IMD GRID MODEL
Andhra Pradesh,Kurnool,1/24/2023,2023,1,0,IMD GRID MODEL
Andhra Pradesh,Kurnool,1/25/2023,2023,1,0,IMD GRID MODEL
Andhra Pradesh,Kurnool,1/28/2023,2023,1,0,IMD GRID MODEL
Andhra Pradesh,Kurnool,2/4/2023,2023,2,0,IMD GRID MODEL
Andhra Pradesh,Kurnool,2/10/2023,2023,2,0,IMD GRID MODEL
Andhra Pradesh,Kurnool,2/16/2023,2023,2,0,IMD GRID MODEL
Andhra Pradesh,Kurnool,2/18/2023,2023,2,0,IMD GRID MODEL
Andhra Pradesh,Kurnool,2/22/2023,2023,2,0,IMD GRID MODEL
Andhra Pradesh,Kurnool,2/24/2023,2023,2,0,IMD GRID MODEL
Andhra Pradesh,Kurnool,3/5/2023,2023,3,0,IMD GRID MODEL
Andhra Pradesh,Kurnool,3/12/2023,2023,3,0,IMD GRID MODEL
Andhra Pradesh,Kurnool,3/13/2023,2023,3,0,IMD GRID MODEL
Andhra Pradesh,Kurnool,3/15/2023,2023,3,0,IMD GRID MODEL
Andhra Pradesh,Kurnool,3/18/2023,2023,3,1.666175485,IMD GRID MODEL
Andhra Pradesh,Kurnool,3/22/2023,2023,3,0,IMD GRID MODEL
Andhra Pradesh,Kurnool,3/23/2023,2023,3,0,IMD GRID MODEL
Andhra Pradesh,Kurnool,3/26/2023,2023,3,0.038400473,IMD GRID MODEL
Andhra Pradesh,Kurnool,4/7/2023,2023,4,0.395169964,IMD GRID MODEL
Andhra Pradesh,Kurnool,4/12/2023,2023,4,0,IMD GRID MODEL
Andhra Pradesh,Kurnool,4/13/2023,2023,4,0,IMD GRID MODEL
Andhra Pradesh,Kurnool,4/16/2023,2023,4,0,IMD GRID MODEL
Andhra Pradesh,Kurnool,4/26/2023,2023,4,21.57142255,IMD GRID MODEL
Andhra Pradesh,Kurnool,5/4/2023,2023,5,2.059898273,IMD GRID MODEL
Andhra Pradesh,Kurnool,5/8/2023,2023,5,2.226167382,IMD GRID MODEL
Andhra Pradesh,Kurnool,5/9/2023,2023,5,1.786078808,IMD GRID MODEL
Andhra Pradesh,Kurnool,5/16/2023,2023,5,0,IMD GRID MODEL
Andhra Pradesh,Kurnool,5/18/2023,2023,5,0,IMD GRID MODEL
Andhra Pradesh,Kurnool,5/20/2023,2023,5,0.324121437,IMD GRID MODEL
Andhra Pradesh,Kurnool,6/8/2023,2023,6,6.751310425,IMD GRID MODEL
Andhra Pradesh,Kurnool,6/10/2023,2023,6,4.748221631,IMD GRID MODEL
Andhra Pradesh,Kurnool,6/15/2023,2023,6,0.004519805,IMD GRID MODEL
Andhra Pradesh,Kurnool,6/19/2023,2023,6,0.892260943,IMD GRID MODEL
Andhra Pradesh,Kurnool,6/23/2023,2023,6,1.40770639,IMD GRID MODEL
Andhra Pradesh,Kurnool,6/26/2023,2023,6,4.51112688,IMD GRID MODEL
Andhra Pradesh,Kurnool,7/4/2023,2023,7,1.034795582,IMD GRID MODEL
Andhra Pradesh,Kurnool,7/8/2023,2023,7,2.897210433,IMD GRID MODEL
Andhra Pradesh,Kurnool,7/14/2023,2023,7,0.86072517,IMD GRID MODEL
Andhra Pradesh,Kurnool,7/16/2023,2023,7,4.275640691,IMD GRID MODEL
Andhra Pradesh,Kurnool,7/22/2023,2023,7,8.213300002,IMD GRID MODEL
Andhra Pradesh,Kurnool,7/24/2023,2023,7,3.418268402,IMD GRID MODEL
Andhra Pradesh,Kurnool,7/29/2023,2023,7,1.792633344,IMD GRID MODEL
Andhra Pradesh,Kurnool,7/31/2023,2023,7,0.057149466,IMD GRID MODEL
Andhra Pradesh,Kurnool,8/6/2023,2023,8,0.882927554,IMD GRID MODEL
Andhra Pradesh,Kurnool,9/9/2023,2023,9,0.00075518,IMD GRID MODEL
Andhra Pradesh,Kurnool,9/15/2023,2023,9,0,IMD GRID MODEL
Andhra Pradesh,Kurnool,9/20/2023,2023,9,0.059058536,IMD GRID MODEL
Andhra Pradesh,Kurnool,9/23/2023,2023,9,4.07841588,IMD GRID MODEL
Andhra Pradesh,Kurnool,9/25/2023,2023,9,6.760298231,IMD GRID MODEL
Andhra Pradesh,Kurnool,9/26/2023,2023,9,3.806310202,IMD GRID MODEL
Andhra Pradesh,Kurnool,9/28/2023,2023,9,1.228259451,IMD GRID MODEL
Andhra Pradesh,Kurnool,9/29/2023,2023,9,2.827776246,IMD GRID MODEL
Andhra Pradesh,Kurnool,9/30/2023,2023,9,4.770943991,IMD GRID MODEL
Andhra Pradesh,Kurnool,10/2/2023,2023,10,0.235859218,IMD GRID MODEL
Andhra Pradesh,Kurnool,10/9/2023,2023,10,0,IMD GRID MODEL
Andhra Pradesh,Kurnool,10/17/2023,2023,10,0,IMD GRID MODEL
Andhra Pradesh,Kurnool,10/21/2023,2023,10,0.057081194,IMD GRID MODEL
Andhra Pradesh,Kurnool,10/29/2023,2023,10,0.023279793,IMD GRID MODEL
Andhra Pradesh,Kurnool,10/30/2023,2023,10,3.19E-05,IMD GRID MODEL
Andhra Pradesh,Kurnool,11/5/2023,2023,11,3.424764848,IMD GRID MODEL
Andhra Pradesh,Kurnool,11/10/2023,2023,11,0.270712327,IMD GRID MODEL
Andhra Pradesh,Kurnool,11/16/2023,2023,11,0,IMD GRID MODEL
Andhra Pradesh,Kurnool,11/18/2023,2023,11,0,IMD GRID MODEL
Andhra Pradesh,Kurnool,11/19/2023,2023,11,0,IMD GRID MODEL
